year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage
2018,3251000,17601,2,2,2,1,16.25
2017,750000,43000,2,2,1,1,22.54
2018,730000,4773,1,2,1,1,22.0
2017,860000,31000,2,2,2,1,21.66
2017,940000,57900,2,2,1,1,21.9
2019,1075000,8600,2,2,1,1,17.3
2016,775000,52000,2,2,1,1,23.65
2016,540000,66000,2,2,1,1,20.14
2016,660000,78010,2,2,2,1,21.66
2018,875000,83844,2,2,1,1,24.52
2015,411000,23999,1,2,2,1,23.1
2016,635000,52000,2,2,1,1,27.39
2018,800000,70000,2,1,1,2,18.49
2015,180000,25000,1,1,1,2,16.8
2017,500000,50000,2,1,1,1,25.32
2017,1500000,66953,2,1,1,1,16.0
2015,600000,25000,2,1,1,1,25.2
2018,600000,20000,1,1,1,1,18.2
2016,411000,60000,1,1,1,2,18.5
2015,630000,70000,2,1,1,1,26.21
2019,700000,45000,1,1,2,1,22.0
2016,535000,32000,2,1,1,1,18.2
2016,600000,60000,2,1,1,1,18.49
2015,400000,143000,2,1,1,1,25.83
2015,600000,100000,2,1,1,1,26.59
2018,459999,50000,1,1,1,1,21.63
2018,800000,30000,2,1,1,1,22.54
2018,671000,62000,2,1,1,1,28.4
2018,600000,25000,1,1,1,2,18.9
2017,700000,40000,2,1,1,1,22.54
2017,700000,70000,2,1,1,1,22.54
2017,740000,40000,2,1,1,1,28.4
2018,1150000,35000,2,1,1,1,22.0
2015,530000,110000,2,1,1,1,21.64
2017,530000,80000,2,1,1,2,24.0
2018,900000,25000,2,1,1,1,23.0
2017,570000,51000,2,1,1,1,14.07
2017,290000,40000,2,1,1,1,25.0
2017,710000,120000,2,1,1,1,18.49
2015,550000,90000,2,1,1,1,20.14
2018,850000,40000,1,1,1,2,17.0
2015,250000,155000,2,1,1,2,22.3
2015,433000,70000,2,1,1,1,25.83
2015,300000,45000,1,1,1,1,21.1
2017,760000,90000,2,1,1,2,15.96
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2016,488000,80000,1,1,1,2,20.85
2015,600000,70000,2,1,1,1,26.21
2020,570000,5000,1,1,1,1,21.21
2017,350000,90000,1,1,1,1,17.8
2019,580000,35000,1,1,1,1,17.5
2017,385000,155000,2,1,1,1,25.0
2019,434999,19500,1,2,1,1,20.3
2018,3200000,50000,2,1,1,1,14.24
2015,495000,30000,1,2,1,1,18.6
2016,575000,53000,2,2,1,1,22.54
2015,350000,50000,1,1,1,1,18.2
2015,250000,80000,2,1,1,2,19.09
2017,600000,5000,1,1,1,1,20.14
2015,700000,25000,1,1,1,1,17.01
2017,880000,65000,2,1,1,1,19.98
2016,550000,120000,2,1,1,1,15.96
2018,530000,60000,2,1,1,1,25.4
2017,310000,35000,1,1,1,1,24.7
2015,480000,80000,2,1,1,1,25.83
2018,475000,40000,1,1,1,1,20.62
2018,300000,15000,1,1,1,2,24.7
2017,900000,60000,2,1,1,1,22.77
2017,650000,120000,2,1,1,2,23.59
2016,550000,70000,1,1,1,1,18.9
2019,425000,15000,1,1,1,1,20.3
2017,900000,65000,2,1,1,1,28.09
2015,516000,90000,1,1,1,1,18.6
2016,400000,30000,1,1,1,1,20.51
2016,800000,79500,2,1,1,1,15.4
2015,1000000,110000,2,1,1,1,20.45
2015,440000,110000,2,1,1,1,26.59
2016,515000,100000,2,1,1,1,25.83
2018,535000,12000,1,1,1,1,20.89
2017,445000,27000,1,1,1,1,18.9
2015,335000,120000,1,1,1,1,20.51
2015,600000,80000,2,1,1,1,15.96
2015,110000,15000,1,1,1,1,25.4
2016,300000,90000,1,1,1,1,23.84
2016,925000,22000,1,1,1,1,17.8
2016,640000,70000,2,1,1,1,24.3
2016,1300000,40000,2,1,2,1,16.0
2018,681000,27000,2,1,1,1,20.14
2015,635000,173000,2,1,1,1,25.1
2016,750000,86000,2,1,1,3,26.0
2015,611000,80000,2,1,1,2,26.0
2016,260000,120000,1,1,1,1,23.95
2017,430000,20000,1,1,1,2,18.15
2019,1050000,20000,2,1,1,1,25.47
2015,200000,50000,1,1,1,1,18.2
2015,1100000,77000,2,1,2,2,16.0
2016,425000,13500,1,1,1,1,23.84
2016,300000,38000,1,1,1,1,24.7
2019,1200000,14000,2,1,1,1,25.47
2016,450000,55000,2,1,1,2,25.32
2017,310000,25000,1,1,1,1,21.1
2015,625000,30000,2,1,1,1,26.0
2018,1938000,35000,2,1,1,1,13.68
2016,550000,40000,1,1,1,1,18.6
2015,551000,110000,2,1,1,1,22.77
2019,500000,60000,1,1,1,1,20.14
2018,585000,15000,1,1,1,1,17.8
2017,350000,24000,2,1,1,2,27.28
2018,700000,53000,2,1,1,1,23.0
2015,450000,100000,2,1,1,1,25.2
2016,400000,45217,2,2,1,1,25.83
2017,1000000,60000,2,1,2,2,17.01
2015,850000,173000,2,1,1,1,16.0
2016,375000,120000,1,1,1,2,16.2
2017,509999,20000,1,1,1,1,22.0
2016,370000,30000,1,1,1,2,18.9
2015,350000,20000,1,1,1,1,19.81
2018,395000,20000,1,1,1,1,23.01
2015,850000,100000,2,1,1,1,12.99
2015,1150000,40000,2,1,1,1,12.99
2016,3500000,35000,2,1,2,1,14.74
2018,775000,50000,2,1,1,2,18.49
2017,1550000,50000,2,1,1,1,17.1
2015,375000,67000,2,1,1,1,20.4
2015,500000,40000,1,1,1,1,18.9
2016,950000,75000,2,1,2,3,16.0
2015,350000,80000,2,1,1,3,24.0
2019,1900000,30000,2,1,2,1,12.4
2020,537000,5000,1,1,1,1,17.0
2019,585000,10000,1,1,1,1,18.78
2019,700000,19000,1,1,1,1,18.6
2017,849000,44600,2,2,1,1,24.52
2018,360000,21900,1,2,1,1,20.71
2016,700000,100000,2,1,1,1,22.54
2019,825000,7673,2,1,2,1,28.4
2018,851000,50000,2,1,2,1,28.4
2016,890000,40000,2,1,1,1,24.52
2015,1650000,74000,2,1,2,1,18.88
2019,675000,7000,1,1,1,1,19.4
2017,715000,60000,2,1,1,1,21.19
2015,400000,22500,1,1,1,1,20.51
2020,925000,7400,2,1,2,1,24.3
2017,597000,15000,2,1,1,1,24.7
2018,400000,30000,1,1,2,2,24.04
2015,573000,100000,2,1,1,2,25.2
2017,400000,30000,2,1,1,1,25.32
2016,741000,70000,2,1,1,1,15.4
2019,556000,10000,1,1,1,1,21.01
2016,550000,37000,1,1,1,1,20.85
2018,1500000,20000,2,1,2,1,16.0
2017,549000,35000,1,1,1,1,17.71
2016,630000,50000,1,1,1,1,18.6
2017,1125000,47000,2,1,1,2,19.67
2017,680000,71000,2,1,1,1,27.39
2017,1050000,50000,2,1,1,1,25.6
2015,450000,57000,2,1,1,1,23.0
2015,550000,40000,2,1,1,1,22.54
2015,950000,30000,1,1,2,1,18.0
2015,550000,160000,2,1,1,2,22.54
2015,630000,70000,2,1,1,2,28.09
2017,600000,29000,2,1,1,1,22.0
2015,700000,40000,2,1,2,1,18.49
2015,550000,138000,2,1,1,1,22.77
2016,600000,70000,2,1,1,1,25.2
2019,550000,30000,1,1,1,2,19.44
2015,615000,120000,2,1,1,2,26.0
2015,500000,20000,1,1,1,1,17.57
2017,550000,40000,2,1,1,1,23.59
2018,780000,30000,1,1,1,1,17.5
2017,335000,25000,1,1,1,1,23.95
2017,755000,20000,2,1,1,1,28.4
2016,651000,42323,2,2,1,1,21.19
2016,690000,32000,2,2,1,1,25.1
2017,589000,41232,2,2,1,1,26.59
2015,445000,40200,2,2,1,1,21.0
2016,445000,63000,2,2,1,1,15.3
2015,445000,62000,2,2,1,1,21.0
2018,611000,9000,1,2,1,1,19.1
2016,819999,39000,2,2,1,1,19.67
2016,825000,39000,2,2,1,1,21.38
2015,599000,92651,2,2,1,1,21.7
2018,490000,28000,1,2,1,1,16.1
2017,340000,30000,1,1,1,1,21.1
2018,1237000,46000,2,1,1,1,19.67
2018,695000,40000,1,1,1,1,22.0
2015,270000,40000,1,1,1,1,22.74
2016,790000,120000,2,1,1,1,24.52
2016,590000,120000,2,1,1,1,25.2
2017,635000,120000,1,1,2,1,21.21
2015,540000,110000,2,1,1,2,15.96
2015,525000,80000,2,1,1,2,23.59
2017,925000,50000,2,1,1,1,24.3
2017,690000,65000,2,1,1,2,21.04
2018,950000,7500,2,1,1,1,28.09
2017,695000,65000,2,1,1,2,21.04
2017,300000,30000,1,1,1,1,23.95
2017,666000,13000,1,1,1,1,18.6
2018,834000,30000,2,1,1,1,25.5
2016,210000,210000,2,1,1,1,25.2
2017,700000,54188,2,1,1,1,18.49
2017,750000,60000,2,1,1,1,18.49
2017,330000,20000,1,1,1,1,23.01
2016,390000,42000,2,1,1,2,19.09
2016,579000,7949,1,2,1,1,17.0
2015,346000,36422,1,2,1,1,18.44
2018,535000,30000,1,1,1,1,20.3
2015,265000,67000,1,1,1,1,23.95
2019,667000,7500,1,1,1,1,18.6
2016,200000,110000,2,1,1,2,25.0
2017,850000,40000,1,1,1,1,17.4
2017,700000,40000,2,1,1,1,18.49
2016,900000,110000,2,1,1,1,19.67
2018,650000,10000,1,1,2,2,18.9
2017,3100000,70000,2,1,2,1,15.04
2016,1500000,100600,2,1,1,2,13.68
2017,2100000,48000,2,1,2,2,17.9
2015,850000,140000,2,1,1,1,16.0
2015,600000,80000,2,1,1,1,25.2
2016,550000,44000,1,1,1,1,18.16
2016,800000,25000,1,1,1,1,15.29
2016,780000,35000,2,1,1,1,22.54
2017,650000,60000,2,1,1,1,22.54
2015,500000,70000,2,1,1,1,20.4
2017,590000,30000,2,1,1,1,25.2
2016,459999,27000,1,1,1,1,23.1
2020,578000,5000,1,1,1,1,21.21
2018,890000,80000,2,1,1,1,16.5
2018,420000,35000,1,1,2,1,20.51
2017,550000,20000,1,1,1,1,21.21
2018,270000,20000,1,1,1,1,24.7
2018,700000,7800,1,1,2,1,22.0
2017,500000,20000,1,1,1,1,20.4
2019,1250000,15000,2,1,1,1,17.6
2018,700000,50000,2,1,1,1,28.4
2015,290000,60000,1,1,1,1,20.51
2018,830000,5000,1,1,2,1,21.4
2017,800000,60000,2,1,1,1,14.1
2018,335000,30000,1,1,1,1,25.17
2017,329000,80000,1,1,1,2,20.63
2017,775000,75000,2,1,1,1,24.3
2020,524000,32000,1,1,1,1,20.14
2015,245000,40000,1,1,1,1,22.74
2015,610000,50000,2,1,1,2,21.19
2015,615000,60000,2,1,1,1,26.59
2018,675000,60000,2,1,1,1,24.4
2019,675000,5000,1,1,1,1,21.21
2016,725000,30000,2,1,1,1,21.7
2019,1200000,15000,2,1,1,1,20.0
2018,650000,40000,2,2,1,1,20.14
2019,1090000,16500,1,2,1,1,17.0
2017,1100000,67000,2,1,2,1,17.01
2017,670000,48000,2,1,1,1,22.54
2018,780000,35000,2,1,1,1,22.54
2017,720000,60000,2,1,1,1,28.09
2018,610000,52000,1,2,1,1,22.0
2017,600000,29000,2,1,1,1,22.0
2016,535000,50000,2,1,1,1,19.87
2017,515000,23000,1,1,1,1,21.4
2016,335000,40000,1,2,1,1,20.63
2017,957000,60000,2,1,1,1,21.38
2017,605000,127000,2,1,1,1,28.4
2019,675000,5000,1,1,1,1,20.0
2015,520000,70000,2,1,1,1,26.59
2016,395000,40000,1,1,1,2,16.2
2016,385000,40000,1,1,1,2,16.2
2015,470000,54723,2,2,1,1,25.2
2018,480000,20375,1,2,1,1,20.89
2017,520000,28832,2,2,1,1,23.4
2019,700000,3177,1,2,1,1,18.5
2015,400000,39414,1,2,1,1,18.9
2015,400000,49907,1,2,1,1,21.63
2016,450000,40000,1,1,1,1,18.9
2016,570000,112879,2,2,1,2,23.0
2017,620000,25000,1,1,1,1,18.6
2018,949000,10200,1,1,1,1,17.4
2018,750000,60000,2,1,1,1,16.5
2017,350000,20000,1,1,1,2,23.1
2017,1250000,60000,2,1,1,1,16.0
2016,270000,30000,1,1,1,3,23.01
2016,500000,60000,1,1,1,1,20.4
2017,339000,25000,1,1,1,1,20.3
2016,400000,35000,2,1,1,1,25.32
2018,470000,25000,2,1,1,1,25.4
2019,575000,20000,1,1,1,1,19.4
2019,325000,1300,1,1,1,1,22.5
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2016,300000,25000,1,1,1,1,25.17
2018,580000,10000,1,1,1,1,23.1
2015,1000000,70000,2,1,1,1,19.67
2017,459999,80000,2,1,1,1,22.95
2015,635000,50000,2,1,1,1,25.2
2015,350000,60000,1,1,1,3,15.8
2018,275000,20000,1,1,2,1,23.0
2015,550000,120000,2,1,1,2,20.34
2016,550000,20000,1,1,1,1,20.4
2017,900000,40000,2,1,2,1,21.66
2016,650000,30000,2,1,1,1,19.64
2019,390000,25000,1,1,1,1,23.01
2016,260000,80000,1,1,1,1,25.17
2019,890000,9000,2,1,1,1,24.3
2019,3800000,20000,2,1,2,1,18.0
2018,3200000,60000,2,1,2,1,15.04
2017,270000,26442,1,1,1,1,20.3
2017,700000,35000,1,1,1,1,17.5
2015,650000,80000,2,1,1,1,20.77
2017,475000,20000,1,1,2,1,20.51
2017,615000,40000,1,1,2,1,19.0
2015,390000,15000,1,1,1,1,18.9
2019,650000,15000,1,1,2,1,22.0
2015,440000,30000,1,1,1,1,20.4
2015,580000,90000,2,1,1,1,20.45
2016,420000,110000,2,1,1,2,18.2
2015,1300000,120000,2,1,1,1,12.99
2016,800000,80000,2,1,1,1,23.9
2020,600000,5000,1,1,1,1,21.21
2017,400000,50000,1,1,1,1,18.5
2017,700000,65000,2,1,1,1,26.59
2017,800000,35000,2,1,1,1,27.39
2015,600000,90000,2,1,1,1,27.3
2016,580000,100000,2,1,1,1,25.2
2016,350000,15000,1,1,1,1,25.17
2017,1350000,20000,2,1,1,1,16.0
2016,459999,69000,2,1,1,2,25.83
2017,860000,80000,2,1,1,1,28.09
2016,390000,15000,1,1,1,1,25.17
2018,1525000,50000,2,1,1,1,17.6
2017,484999,10000,1,2,1,1,23.1
2018,5830000,30000,2,1,2,1,17.09
2018,665000,40142,2,2,1,1,24.4
2019,721000,9400,1,2,1,1,18.6
2016,390000,62000,2,2,1,1,25.32
2019,975000,12584,2,2,1,1,16.55
2016,275000,49000,1,2,1,1,19.02
2016,315000,32000,1,2,1,1,24.7
2019,685000,4300,1,2,1,1,18.6
2019,595000,14548,1,2,1,1,21.21
2018,900000,44772,2,2,1,2,23.0
2018,950000,48500,2,2,1,1,25.47
2016,275000,38000,1,2,1,1,24.7
2017,570000,28782,1,2,1,1,18.6
2018,700000,28451,1,2,1,1,18.6
2018,910000,36500,2,2,1,1,24.3
2018,751000,44885,2,2,1,1,26.59
2017,825000,79000,2,2,1,1,25.47
2015,1650000,91000,2,2,2,2,12.55
2018,875000,50000,2,2,1,1,24.3
2016,650000,81000,2,2,1,2,28.09
2019,1450000,22000,1,2,2,1,16.0
2017,975000,41000,2,2,1,1,20.5
2019,925000,50000,2,2,1,1,24.52
2016,725000,66000,2,2,1,1,20.77
2017,325000,65000,1,2,1,1,19.02
2017,725000,76000,2,2,1,1,25.47
2018,775000,47000,1,2,1,2,16.02
2017,625000,70000,2,2,1,1,23.4
2017,1750000,98000,2,2,1,1,13.68
2016,1650000,90000,2,2,1,1,13.68
2018,1050000,70000,2,1,1,1,21.38
2017,650000,70000,2,1,1,1,26.59
2016,275000,49200,1,1,1,1,21.1
2015,315000,120000,1,1,1,2,15.37
2018,1500000,30000,2,1,1,1,16.0
2015,370000,60000,2,1,1,1,24.0
2016,595000,131111,2,1,1,1,25.2
2016,310000,23400,1,1,1,2,23.95
2018,385000,50000,1,1,1,1,23.1
2019,521000,3010,1,1,2,1,20.3
2018,540000,4000,1,1,1,1,18.9
2015,650000,110000,2,1,1,2,22.77
2018,1400000,30000,2,1,1,1,16.0
2016,570000,136511,2,1,1,1,15.96
2015,570000,80000,1,1,1,1,16.02
2015,650000,60000,1,1,1,1,16.02
2016,620000,36000,1,1,1,1,20.85
2018,810000,30000,2,1,1,2,23.0
2015,470000,70000,2,1,1,2,26.59
2017,400000,85000,2,1,1,1,20.65
2015,170000,20000,1,1,1,3,22.74
2016,650000,80000,2,1,1,2,24.3
2017,350000,35000,1,1,1,1,17.57
2017,450000,40000,2,1,1,2,25.4
2017,509999,90000,1,1,1,1,20.14
2015,245000,36710,1,1,1,2,22.74
2018,400000,50000,2,1,1,1,23.5
2016,620000,28180,2,2,1,1,23.65
2017,650000,44000,2,2,1,1,23.65
2019,1700000,15000,2,1,1,1,17.0
2019,590000,4000,1,1,1,1,19.72
2017,580000,20000,1,1,1,1,21.4
2018,450000,56000,1,1,1,1,18.9
2017,600000,19000,1,1,1,1,17.19
2016,2400000,30000,2,1,2,1,12.62
2017,450000,70000,1,1,1,1,18.6
2019,400000,15000,1,1,1,1,15.37
2018,625000,50000,1,1,2,1,22.0
2019,700000,20000,1,1,1,1,17.19
2017,390000,25000,1,1,1,1,20.51
2018,625000,25000,1,1,1,1,17.0
2019,620000,100000,1,1,1,1,17.57
2015,650000,50000,2,1,1,1,14.95
2016,280000,60000,1,1,1,1,21.1
2017,570000,44077,1,2,2,1,17.01
2017,290000,90000,1,1,1,2,24.7
2018,720000,50000,2,1,1,2,21.19
2017,800000,60000,2,1,1,1,22.77
2016,350000,70000,2,1,1,2,25.83
2016,490000,80000,2,1,1,1,18.2
2016,950000,50000,2,1,1,1,15.4
2019,700000,17000,1,1,1,1,18.6
2016,290000,15000,1,1,1,1,22.74
2019,1000000,72000,2,1,1,1,25.5
2017,525000,40000,1,1,2,1,18.9
2020,265000,70000,1,1,1,2,21.79
2018,459999,50000,1,1,1,1,20.3
2017,250000,20000,1,1,1,1,23.95
2017,409999,60000,1,1,1,1,23.84
2018,900000,35000,2,1,1,1,21.13
2015,975000,100000,2,1,1,1,16.0
2016,350000,70000,1,1,1,2,17.57
2015,650000,80000,1,1,1,1,17.4
2015,625000,90000,2,1,1,1,21.19
2018,575000,70000,2,1,1,1,20.65
2015,1050000,65000,2,1,1,1,15.1
2015,3000000,70000,2,1,2,2,16.36
2016,262000,50000,1,1,1,1,22.74
2018,299000,33000,1,1,1,1,21.1
2015,250000,26500,1,1,1,1,22.74
2015,210000,80000,1,1,1,1,20.63
2017,600000,60000,2,1,1,1,22.54
2016,450000,35000,1,1,1,1,18.9
2018,3200000,35000,2,1,2,1,10.91
2019,550000,10000,1,1,1,1,18.9
2017,295000,80000,1,1,1,1,24.7
2017,360000,25000,1,1,1,1,23.01
2019,585000,80000,1,1,2,1,17.4
2016,560000,50000,2,1,1,1,20.14
2015,600000,70000,2,1,1,1,26.0
2017,330000,60000,1,1,1,1,20.63
2019,990000,15000,1,1,1,1,17.0
2018,650000,28000,1,1,1,1,17.0
2019,695000,20000,1,1,2,1,17.4
2015,270000,22000,1,1,1,1,22.74
2018,860000,60000,2,1,1,1,21.5
2018,400000,20000,1,1,1,1,23.84
2015,570000,72000,2,1,1,1,26.59
2018,850000,90000,2,1,1,1,23.0
2015,610000,33000,1,1,1,1,20.73
2015,1000000,50000,2,1,1,1,19.67
2018,500000,35000,2,1,1,1,25.4
2018,700000,43000,2,1,1,1,27.4
2015,800000,70000,2,1,1,1,15.4
2017,620000,18484,1,1,1,1,20.89
2017,480000,55000,1,1,1,1,20.85
2019,885000,10000,1,1,1,2,17.0
2020,550000,60000,2,1,1,1,25.32
2018,800000,30000,2,1,1,1,28.4
2019,520000,2560,1,1,2,1,24.0
2016,330000,80000,1,1,1,2,20.51
2015,370000,120000,2,1,1,1,18.2
2017,1282000,45000,2,1,1,1,17.6
2017,1250000,95000,2,1,1,1,15.4
2018,700000,25000,1,1,2,2,17.4
2015,1147000,56975,2,1,1,1,16.0
2015,550000,206000,2,2,1,1,22.77
2018,950000,27000,2,2,1,1,22.77
2017,725000,75000,2,2,1,1,26.1
2015,500000,18000,1,2,1,2,18.5
2016,650000,10000,2,1,1,1,22.54
2017,450000,10000,1,1,2,1,23.1
2016,385000,20000,1,1,1,1,20.62
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2019,558000,70000,2,1,1,1,28.4
2019,500000,5000,1,1,1,1,20.3
2015,900000,70000,2,1,1,3,15.4
2018,825000,82000,2,1,1,1,28.09
2017,325000,5000,1,1,1,2,18.15
2017,675000,25000,1,1,1,2,17.5
2017,415000,15000,1,1,1,1,17.57
2017,1100000,40000,2,1,1,1,21.38
2016,500000,35000,1,1,1,1,17.0
2017,270000,50000,1,1,1,1,25.17
2017,550000,40000,1,1,1,1,17.19
2016,235000,60000,1,1,1,1,23.01
2018,600000,40000,1,1,1,1,18.6
2015,525000,60000,2,1,1,1,27.3
2018,400000,40000,1,1,1,1,23.84
2020,500000,15000,1,1,1,1,23.84
2018,950000,40000,2,1,1,1,21.13
2018,780000,30000,2,1,1,1,28.4
2018,575000,30000,1,1,1,1,20.3
2017,563000,30000,1,1,1,2,18.6
2017,450000,15000,1,1,1,1,23.84
2020,2300000,1000,2,1,2,1,13.68
2017,400000,120000,1,1,1,1,15.37
2016,315000,60000,1,1,1,2,23.01
2016,375000,120000,1,1,1,1,15.37
2015,350000,29000,1,1,1,1,23.1
2015,819999,90000,2,1,1,1,16.0
2018,700000,30000,1,1,1,1,18.6
2018,451999,30000,1,1,2,2,23.1
2016,500000,56000,1,1,1,3,18.9
2015,1250000,90000,2,1,1,1,12.99
2015,500000,120000,2,1,1,1,18.49
2015,490000,60000,2,1,1,1,25.2
2018,655000,19500,1,1,1,1,18.6
2018,620000,38426,1,1,1,1,17.19
2015,450000,35000,1,1,1,2,20.4
2018,610000,10000,1,1,1,1,18.9
2020,260000,50000,2,1,1,1,20.14
2017,500000,25000,1,1,1,1,20.14
2016,220000,20000,1,1,1,1,23.01
2017,350000,50000,2,1,1,1,25.0
2018,2200000,25000,2,1,2,2,15.17
2020,919999,20000,1,1,1,1,17.0
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2015,475000,25000,2,1,1,1,22.95
2015,509999,82000,2,1,1,1,25.8
2017,650000,40000,2,1,1,2,18.2
2019,1850000,14000,2,1,1,1,17.1
2016,360000,60000,2,1,1,2,20.5
2018,650000,82000,2,1,2,1,21.73
2017,675000,50000,2,1,1,2,18.2
2017,445000,39500,1,1,1,1,20.52
2018,750000,40000,2,1,1,1,22.54
2017,850000,54000,2,1,1,1,22.54
2016,400000,20000,1,1,1,2,20.51
2016,550000,35000,2,1,1,1,25.8
2019,1200000,15000,2,1,1,1,20.0
2018,670000,90000,2,1,2,1,28.4
2017,300000,35000,1,1,1,1,23.01
2016,325000,70000,1,1,1,2,19.44
2018,630000,40000,2,1,1,1,16.5
2020,600000,5000,1,1,1,1,21.21
2017,750000,60000,2,1,1,1,28.09
2016,715000,70000,2,1,1,2,28.09
2017,850000,35000,2,1,2,2,21.72
2018,450000,48000,2,1,1,1,25.4
2015,600000,135000,2,1,1,1,26.59
2016,280000,110000,2,1,1,2,18.2
2018,350000,44000,1,1,1,1,24.7
2015,515000,60000,2,1,1,1,15.96
2018,750000,40000,1,1,1,1,20.73
2018,350000,25000,1,1,1,1,21.1
2019,488999,15000,1,1,1,1,18.9
2017,300000,27000,1,1,1,1,24.7
2017,650000,35000,2,1,1,2,27.39
2015,950000,75262,2,1,1,1,15.4
2016,276000,60000,1,1,1,1,20.3
2016,290000,10000,1,1,1,1,25.17
2018,900000,35000,2,1,1,1,24.52
2016,425000,30000,1,1,1,1,18.9
2016,315000,60000,1,1,1,1,25.17
2016,900000,130000,2,1,1,1,21.38
2016,950000,133000,2,1,1,1,21.38
2019,500000,20000,1,1,1,1,19.44
2017,850000,103000,2,2,1,1,25.6
2017,1750000,23000,2,2,1,1,13.68
2015,600000,128000,2,2,1,1,26.0
2015,620000,33000,2,1,1,1,20.14
2015,730000,70000,2,1,1,1,26.21
2015,509999,62000,2,1,1,2,24.4
2016,930000,47552,2,1,1,2,19.67
2016,720000,40000,2,1,1,2,24.3
2019,950000,20000,2,1,1,1,23.0
2018,530000,52000,1,1,1,1,17.19
2016,470000,70000,1,1,1,1,18.6
2017,650000,110000,2,1,1,1,15.96
2015,459999,100000,2,1,1,2,25.2
2019,325000,14700,1,1,1,1,25.17
2016,240000,40000,1,1,1,1,16.8
2017,400000,32000,1,1,1,2,18.15
2018,720000,25000,2,1,1,1,28.4
2015,590000,50000,2,1,1,1,26.59
2015,434000,120000,2,1,1,1,13.58
2018,445000,19700,1,1,1,1,18.15
2015,300000,140000,2,1,1,1,20.0
2017,520000,40000,1,1,1,1,20.3
2018,310000,7000,1,1,1,1,22.5
2016,750000,110000,2,1,2,1,18.49
2019,350000,15000,1,1,1,1,23.95
2020,360000,5000,1,1,1,1,22.05
2017,285000,5000,1,1,1,1,25.17
2015,229999,60000,1,1,1,2,19.44
2018,300000,7000,1,1,1,1,22.5
2016,254999,30000,1,1,1,3,25.17
2015,1050000,80000,2,1,1,2,15.4
2015,450000,80000,2,1,1,1,23.59
2016,1630000,40000,2,1,2,2,11.36
2017,725000,50000,2,1,1,1,24.3
2017,370000,40000,1,1,1,2,18.16
2017,483000,15000,1,1,1,1,23.1
2016,470000,10000,1,1,1,1,18.9
2018,950000,25000,2,1,1,1,24.3
2020,500000,40000,1,1,1,1,17.57
2018,1350000,40000,2,1,1,1,16.0
2017,455000,50000,2,1,1,1,24.0
2016,470000,23700,1,1,1,1,20.4
2016,470000,23700,1,1,1,1,20.4
2019,1520000,10000,1,1,1,1,16.0
2016,1350000,25000,2,1,1,1,16.0
2015,360000,120000,2,1,1,1,24.4
2018,350000,40000,1,1,1,1,23.95
2015,360000,110000,1,1,1,3,16.78
2019,610000,18000,1,1,1,1,21.21
